name,description,platforms,technique_id,technique_name
PowerShell ISE Command Line Sockets.TCPClient,Detects execution of the PowerShell ISE script interpreter with the Sockets.TCPClient PowerShell argument that can be used to retrieve remote malicious code..,windows,T1059,Command and Scripting Interpreter
PowerShell ISE Command Line Sockets.TCPClient,Detects execution of the PowerShell ISE script interpreter with the Sockets.TCPClient PowerShell argument that can be used to retrieve remote malicious code..,windows,T1059.001,Command and Scripting Interpreter: PowerShell
PowerShell ISE Command Line Sockets.TCPClient,Detects execution of the PowerShell ISE script interpreter with the Sockets.TCPClient PowerShell argument that can be used to retrieve remote malicious code..,windows,T1105,Ingress Tool Transfer
DE_SocGholish_ScriptRecon,"SocGholish employs several scripted reconnaissance commands. While much of this activity occurs in memory, one that stands out is the execution of whoami with the output redirected to a local temp file with the naming convention rad<5-hex-chars>.tmp.
-DC",windows,,
RDP Enabled via Windows Firewall,Detects the enablement of RDP on a system via netsh to allow remote desktop. Attackers may set this to allow for future ingress.,windows,T1008,Fallback Channels
RDP Enabled via Windows Firewall,Detects the enablement of RDP on a system via netsh to allow remote desktop. Attackers may set this to allow for future ingress.,windows,T1021.001,Remote Services: Remote Desktop Protocol
RDP Enabled via Windows Firewall,Detects the enablement of RDP on a system via netsh to allow remote desktop. Attackers may set this to allow for future ingress.,windows,T1021,Remote Services
Masquerading as Tanium Client (Linux and MacOS),This signal detects when a process is running that is named TaniumClient and is not executing out of the expected Tanium Client directory. Note: If you install the Tanium client in a non-standard directory this signal may need to be edited.,"linux,mac",T1036,Masquerading
Masquerading as Tanium Client (Linux and MacOS),This signal detects when a process is running that is named TaniumClient and is not executing out of the expected Tanium Client directory. Note: If you install the Tanium client in a non-standard directory this signal may need to be edited.,"linux,mac",T1036.005,Masquerading Mitigation: Match Legitimate Resource Name or Location
PowerShell ISE with PowerPoint Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1218,System Binary Proxy Execution
PowerShell ISE with PowerPoint Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PowerShell ISE with PowerPoint Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
Lync Spawned Process Creating DLL Files,Detects the creation of DLL files by Lync or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Lync Spawned Process Creating DLL Files,Detects the creation of DLL files by Lync or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
BootCFG Boot into Safe Mode,Detects usage of bootcfg.exe to force the computer to boot into safemode during the next boot. This has been seen used by ransomware as a technique to avoid security software preventions.,windows,T1490,Inhibit System Recovery
BootCFG Boot into Safe Mode,Detects usage of bootcfg.exe to force the computer to boot into safemode during the next boot. This has been seen used by ransomware as a technique to avoid security software preventions.,windows,T1529,System Shutdown/Reboot
BootCFG Boot into Safe Mode,Detects usage of bootcfg.exe to force the computer to boot into safemode during the next boot. This has been seen used by ransomware as a technique to avoid security software preventions.,windows,T1059,Command and Scripting Interpreter
BootCFG Boot into Safe Mode,Detects usage of bootcfg.exe to force the computer to boot into safemode during the next boot. This has been seen used by ransomware as a technique to avoid security software preventions.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
DE_RAS_CloudBerry_Usage,Detection of the remote access software CloudBerry (MP360).,windows,T1219,Remote Access Software
LSASS Registry DirectoryServiceExtPt DLL Load,Detects the loading of a DLL by lsass.exe through an undocumented registry key DirectoryServiceExtPt.,windows,T1574,Hijack Execution Flow
LSASS Registry DirectoryServiceExtPt DLL Load,Detects the loading of a DLL by lsass.exe through an undocumented registry key DirectoryServiceExtPt.,windows,T1574.011,Hijack Execution Flow: Services Registry Permissions Weakness
LSASS Registry DirectoryServiceExtPt DLL Load,Detects the loading of a DLL by lsass.exe through an undocumented registry key DirectoryServiceExtPt.,windows,T1112,Modify Registry
Microsoft Access Spawned Process Creating VBS Files,Detects the creation of VBS files by Microsoft Access or a descendent process which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
Microsoft Access Spawned Process Creating VBS Files,Detects the creation of VBS files by Microsoft Access or a descendent process which may be a sign of attack activity.,windows,T1059.005,Command and Scripting Interpreter: Visual Basic
Microsoft Access Spawned Process Creating VBS Files,Detects the creation of VBS files by Microsoft Access or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Microsoft Access Spawned Process Creating VBS Files,Detects the creation of VBS files by Microsoft Access or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
Possible Anti-Malware Scan Interface (AMSI) Bypass Attempt,Detects processes executed from user directories that attempt to drop an AMSI (Microsoft Anti-Malware Scan Interface) DLL. This technique is used by several PowerShell-based attack tools.,windows,T1562,Impair Defenses
Possible Anti-Malware Scan Interface (AMSI) Bypass Attempt,Detects processes executed from user directories that attempt to drop an AMSI (Microsoft Anti-Malware Scan Interface) DLL. This technique is used by several PowerShell-based attack tools.,windows,T1562.001,Impair Defenses: Disable or Modify Tools
Possible Anti-Malware Scan Interface (AMSI) Bypass Attempt,Detects processes executed from user directories that attempt to drop an AMSI (Microsoft Anti-Malware Scan Interface) DLL. This technique is used by several PowerShell-based attack tools.,windows,T1562.006,Impair Defenses: Indicator Blocking
Possible Anti-Malware Scan Interface (AMSI) Bypass Attempt,Detects processes executed from user directories that attempt to drop an AMSI (Microsoft Anti-Malware Scan Interface) DLL. This technique is used by several PowerShell-based attack tools.,windows,T1059,Command and Scripting Interpreter
Possible Anti-Malware Scan Interface (AMSI) Bypass Attempt,Detects processes executed from user directories that attempt to drop an AMSI (Microsoft Anti-Malware Scan Interface) DLL. This technique is used by several PowerShell-based attack tools.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
DE_PrintBRM_Usage,"Incorrect usage of the printbrm exec, which allows for the user to have full flexibility to back up, restore and configure the drivers you need to support your environment.",windows,,
Reg SAM Access HKEY_LOCAL_MACHINE,Detects the use of reg.exe to access the SAM hive. Attackers might use this technique to attempt to access credentials on a system.,windows,T1003,OS Credential Dumping
Reg SAM Access HKEY_LOCAL_MACHINE,Detects the use of reg.exe to access the SAM hive. Attackers might use this technique to attempt to access credentials on a system.,windows,T1003.002,Credential Dumping Mitigation: Security Account Manager
